StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,Australian Labor Party Votes,Australian Labor Party Percentage,TotalVotes,Swing
NSW,113,Cowper,83751,Boambee East,0,0,0,0,0,0
NSW,113,Cowper,459,Bonville,0,0,0,0,0,0
NSW,113,Cowper,32370,Bostobrick,0,0,0,0,0,0
NSW,113,Cowper,460,Bowraville,0,0,0,0,0,0
NSW,113,Cowper,462,Coffs Harbour,0,0,0,0,0,0
NSW,113,Cowper,464,Coffs Harbour Central,0,0,0,0,0,0
NSW,113,Cowper,33739,Coffs Harbour COWPER PPVC,0,0,0,0,0,0
NSW,113,Cowper,465,Coffs Harbour Jetty,0,0,0,0,0,0
NSW,113,Cowper,83637,Coffs Harbour North,0,0,0,0,0,0
NSW,113,Cowper,494,Coffs Harbour South,0,0,0,0,0,0
NSW,113,Cowper,466,Coffs Harbour West,0,0,0,0,0,0
NSW,113,Cowper,468,Crescent Head,0,0,0,0,0,0
NSW,113,Cowper,30104,Divisional Office (PREPOLL),0,0,0,0,0,0
NSW,113,Cowper,2067,Dorrigo,0,0,0,0,0,0
NSW,113,Cowper,33903,Emerald Downs,0,0,0,0,0,0
NSW,113,Cowper,470,Eungai Creek,0,0,0,0,0,0
NSW,113,Cowper,471,Frederickton,0,0,0,0,0,0
NSW,113,Cowper,472,Gladstone,0,0,0,0,0,0
NSW,113,Cowper,473,Gleniffer,0,0,0,0,0,0
NSW,113,Cowper,476,Hat Head,0,0,0,0,0,0
NSW,113,Cowper,477,Hibbard,0,0,0,0,0,0
NSW,113,Cowper,501,Innes Lake,0,0,0,0,0,0
NSW,113,Cowper,97473,Innes Lake North,0,0,0,0,0,0
NSW,113,Cowper,482,Kempsey East,0,0,0,0,0,0
NSW,113,Cowper,483,Kempsey Heights,0,0,0,0,0,0
NSW,113,Cowper,33678,Kempsey PPVC,0,0,0,0,0,0
NSW,113,Cowper,485,Kempsey South,0,0,0,0,0,0
NSW,113,Cowper,486,Kempsey West,0,0,0,0,0,0
NSW,113,Cowper,2090,Korora (Cowper),0,0,0,0,0,0
NSW,113,Cowper,8868,Kundabung,0,0,0,0,0,0
NSW,113,Cowper,489,Macksville,0,0,0,0,0,0
NSW,113,Cowper,491,Missabotti,0,0,0,0,0,0
NSW,113,Cowper,492,Mylestom,0,0,0,0,0,0
NSW,113,Cowper,493,Nambucca Heads,0,0,0,0,0,0
NSW,113,Cowper,33737,Nambucca Heads PPVC,0,0,0,0,0,0
NSW,113,Cowper,495,Newville,0,0,0,0,0,0
NSW,113,Cowper,83753,North Boambee Valley,0,0,0,0,0,0
NSW,113,Cowper,33677,Port Macquarie COWPER PPVC,0,0,0,0,0,0
NSW,113,Cowper,500,Port Macquarie East,0,0,0,0,0,0
NSW,113,Cowper,83752,Port Macquarie Greenmeadows,0,0,0,0,0,0
NSW,113,Cowper,11941,Port Macquarie North Shore,0,0,0,0,0,0
NSW,113,Cowper,475,Port Macquarie South,0,0,0,0,0,0
NSW,113,Cowper,499,Port Macquarie Town Beach,0,0,0,0,0,0
NSW,113,Cowper,502,Port Macquarie West,0,0,0,0,0,0
NSW,113,Cowper,503,Raleigh,0,0,0,0,0,0
NSW,113,Cowper,504,Repton,0,0,0,0,0,0
NSW,113,Cowper,506,Sawtell,0,0,0,0,0,0
NSW,113,Cowper,507,Scotts Head,0,0,0,0,0,0
NSW,113,Cowper,31458,Settlement Shores,0,0,0,0,0,0
NSW,113,Cowper,510,South West Rocks,0,0,0,0,0,0
NSW,113,Cowper,32333,South West Rocks South,0,0,0,0,0,0
NSW,113,Cowper,33611,Special Hospital Team 1,0,0,0,0,0,0
NSW,113,Cowper,33716,Special Hospital Team 2,0,0,0,0,0,0
NSW,113,Cowper,46428,Special Hospital Team 4,0,0,0,0,0,0
NSW,113,Cowper,65186,Special Hospital Team 5,0,0,0,0,0,0
NSW,113,Cowper,80250,Special Hospital Team 6,0,0,0,0,0,0
NSW,113,Cowper,511,Stuarts Point,0,0,0,0,0,0
NSW,113,Cowper,14041,Sydney (Cowper),0,0,0,0,0,0
NSW,113,Cowper,512,Tacking Point,0,0,0,0,0,0
NSW,113,Cowper,514,Taylors Arm,0,0,0,0,0,0
NSW,113,Cowper,515,Telegraph Point,0,0,0,0,0,0
NSW,113,Cowper,516,Thora,0,0,0,0,0,0
NSW,113,Cowper,97476,Thrumster,0,0,0,0,0,0
NSW,113,Cowper,517,Toormina,0,0,0,0,0,0
NSW,113,Cowper,519,Upper Orara,0,0,0,0,0,0
NSW,113,Cowper,520,Urunga,0,0,0,0,0,0
NSW,113,Cowper,521,Utungun,0,0,0,0,0,0
NSW,113,Cowper,522,Valla Beach,0,0,0,0,0,0
NSW,113,Cowper,523,Warrell Creek,0,0,0,0,0,0
NSW,113,Cowper,527,Willawarrin,0,0,0,0,0,0
NSW,114,Cunningham,1661,Austinmer,285,29.14,693,70.86,978,-4.93
NSW,114,Cunningham,31754,Balgownie,469,41.07,673,58.93,1142,-3.04
NSW,114,Cunningham,1662,Balgownie Central,689,40.13,1028,59.87,1717,-3.24
NSW,114,Cunningham,1664,Bellambi,219,24.23,685,75.77,904,4.46
NSW,114,Cunningham,65460,BLV Cunningham PPVC,8,30.77,18,69.23,26,11.72
